Timestamp,Ping (ms),Download (Mbps),Upload (Mbps),Status
2025-05-07 17:43:39,76.61,38.20,36.37,Connected
2025-05-07 17:44:00,76.61,38.50,35.12,Connected
2025-05-07 17:44:20,76.61,37.75,32.44,Connected
2025-05-07 17:44:40,76.61,39.92,37.66,Connected
2025-05-07 17:45:01,76.61,21.20,28.70,Connected
2025-05-07 17:45:26,76.61,36.68,35.89,Connected
2025-05-07 17:45:47,76.61,41.35,20.68,Connected
